sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
e02089-1-A	e02089-1-A	2	e02089-1-A_S291_L001_R1_001.fastq.gz	e02089-1-A_S291_L001_R2_001.fastq.gz	16553	16553	16365	16365	16298	16298	15002	14806	14806
e02089-1-B	e02089-1-B	2	e02089-1-B_S374_L001_R1_001.fastq.gz	e02089-1-B_S374_L001_R2_001.fastq.gz	28140	28140	27817	27817	27616	27616	25302	23337	23337
e02089-1-C	e02089-1-C	2	e02089-1-C_S457_L001_R1_001.fastq.gz	e02089-1-C_S457_L001_R2_001.fastq.gz	25311	25311	25001	25001	24809	24809	22125	21846	21846
e02089-2-A	e02089-2-A	2	e02089-2-A_S331_L001_R1_001.fastq.gz	e02089-2-A_S331_L001_R2_001.fastq.gz	17430	17430	17239	17239	17170	17170	15926	15720	15720
e02089-2-B	e02089-2-B	2	e02089-2-B_S414_L001_R1_001.fastq.gz	e02089-2-B_S414_L001_R2_001.fastq.gz	14972	14972	14754	14754	14168	14168	13096	12903	12903
e02089-2-C	e02089-2-C	2	e02089-2-C_S497_L001_R1_001.fastq.gz	e02089-2-C_S497_L001_R2_001.fastq.gz	20228	20228	19973	19973	19691	19691	18287	18027	17993
e02090-1-A	e02090-1-A	2	e02090-1-A_S292_L001_R1_001.fastq.gz	e02090-1-A_S292_L001_R2_001.fastq.gz	26811	26811	26496	26496	26342	26342	23533	23090	23090
e02090-1-B	e02090-1-B	2	e02090-1-B_S375_L001_R1_001.fastq.gz	e02090-1-B_S375_L001_R2_001.fastq.gz	30882	30882	30490	30490	30322	30322	27499	26888	26783
e02090-1-C	e02090-1-C	2	e02090-1-C_S458_L001_R1_001.fastq.gz	e02090-1-C_S458_L001_R2_001.fastq.gz	28485	28485	28128	28128	27921	27921	24839	24191	24118
e02090-2-A	e02090-2-A	2	e02090-2-A_S332_L001_R1_001.fastq.gz	e02090-2-A_S332_L001_R2_001.fastq.gz	16311	16311	16133	16133	16027	16027	14257	14174	14170
e02090-2-B	e02090-2-B	2	e02090-2-B_S415_L001_R1_001.fastq.gz	e02090-2-B_S415_L001_R2_001.fastq.gz	26895	26895	26562	26562	25568	25568	22687	22425	22369
e02090-2-C	e02090-2-C	2	e02090-2-C_S498_L001_R1_001.fastq.gz	e02090-2-C_S498_L001_R2_001.fastq.gz	36872	36872	36437	36437	36151	36151	32013	31569	31569
e02091-1-A	e02091-1-A	2	e02091-1-A_S293_L001_R1_001.fastq.gz	e02091-1-A_S293_L001_R2_001.fastq.gz	15438	15438	15245	15245	15143	15143	13957	13872	13872
e02091-1-B	e02091-1-B	2	e02091-1-B_S376_L001_R1_001.fastq.gz	e02091-1-B_S376_L001_R2_001.fastq.gz	30052	30052	29700	29700	29540	29540	27576	27447	27447
e02091-1-C	e02091-1-C	2	e02091-1-C_S459_L001_R1_001.fastq.gz	e02091-1-C_S459_L001_R2_001.fastq.gz	24415	24415	24135	24135	22082	22082	19610	19377	19377
e02091-2-A	e02091-2-A	2	e02091-2-A_S333_L001_R1_001.fastq.gz	e02091-2-A_S333_L001_R2_001.fastq.gz	13800	13800	13639	13639	13571	13571	11788	11727	11727
e02091-2-B	e02091-2-B	2	e02091-2-B_S416_L001_R1_001.fastq.gz	e02091-2-B_S416_L001_R2_001.fastq.gz	20115	20115	19924	19924	19411	19411	16848	16694	16669
e02091-2-C	e02091-2-C	2	e02091-2-C_S499_L001_R1_001.fastq.gz	e02091-2-C_S499_L001_R2_001.fastq.gz	28704	28704	28316	28316	27473	27473	24084	23984	23984
e02092-1-A	e02092-1-A	2	e02092-1-A_S294_L001_R1_001.fastq.gz	e02092-1-A_S294_L001_R2_001.fastq.gz	18691	18691	18463	18463	18367	18367	16558	16448	16371
e02092-1-B	e02092-1-B	2	e02092-1-B_S377_L001_R1_001.fastq.gz	e02092-1-B_S377_L001_R2_001.fastq.gz	33860	33860	33497	33497	33302	33302	30402	30120	30007
e02092-1-C	e02092-1-C	2	e02092-1-C_S460_L001_R1_001.fastq.gz	e02092-1-C_S460_L001_R2_001.fastq.gz	35793	35793	35362	35362	35042	35042	31657	31245	31163
e02092-2-A	e02092-2-A	2	e02092-2-A_S334_L001_R1_001.fastq.gz	e02092-2-A_S334_L001_R2_001.fastq.gz	18760	18760	18508	18508	18426	18426	16291	16191	16066
e02092-2-B	e02092-2-B	2	e02092-2-B_S417_L001_R1_001.fastq.gz	e02092-2-B_S417_L001_R2_001.fastq.gz	27713	27713	27362	27362	26424	26424	23492	23157	22997
e02092-2-C	e02092-2-C	2	e02092-2-C_S500_L001_R1_001.fastq.gz	e02092-2-C_S500_L001_R2_001.fastq.gz	27856	27856	27503	27503	27277	27277	24127	24015	23954
e02093-1-A	e02093-1-A	2	e02093-1-A_S295_L001_R1_001.fastq.gz	e02093-1-A_S295_L001_R2_001.fastq.gz	13772	13772	13602	13602	13541	13541	12451	12382	12269
e02093-1-B	e02093-1-B	2	e02093-1-B_S378_L001_R1_001.fastq.gz	e02093-1-B_S378_L001_R2_001.fastq.gz	17546	17546	17355	17355	17223	17223	15519	15390	15375
e02093-1-C	e02093-1-C	2	e02093-1-C_S461_L001_R1_001.fastq.gz	e02093-1-C_S461_L001_R2_001.fastq.gz	28901	28901	28531	28531	27889	27889	25893	25632	25484
e02093-2-A	e02093-2-A	2	e02093-2-A_S335_L001_R1_001.fastq.gz	e02093-2-A_S335_L001_R2_001.fastq.gz	19844	19844	19622	19622	18684	18684	16711	16603	16490
e02093-2-B	e02093-2-B	2	e02093-2-B_S418_L001_R1_001.fastq.gz	e02093-2-B_S418_L001_R2_001.fastq.gz	20366	20366	20126	20126	19479	19479	17104	16978	16873
e02093-2-C	e02093-2-C	2	e02093-2-C_S501_L001_R1_001.fastq.gz	e02093-2-C_S501_L001_R2_001.fastq.gz	33565	33565	33141	33141	32947	32947	29683	29428	29355
e02094-1-A	e02094-1-A	2	e02094-1-A_S296_L001_R1_001.fastq.gz	e02094-1-A_S296_L001_R2_001.fastq.gz	18321	18321	18126	18126	18011	18011	16206	15991	15991
e02094-1-B	e02094-1-B	2	e02094-1-B_S379_L001_R1_001.fastq.gz	e02094-1-B_S379_L001_R2_001.fastq.gz	26017	26017	25708	25708	25519	25519	23063	22686	22686
e02094-1-C	e02094-1-C	2	e02094-1-C_S462_L001_R1_001.fastq.gz	e02094-1-C_S462_L001_R2_001.fastq.gz	45646	45646	45093	45093	44532	44532	40560	39804	39803
e02094-2-A	e02094-2-A	2	e02094-2-A_S336_L001_R1_001.fastq.gz	e02094-2-A_S336_L001_R2_001.fastq.gz	20713	20713	20371	20371	20261	20261	18536	18161	18161
e02094-2-B	e02094-2-B	2	e02094-2-B_S419_L001_R1_001.fastq.gz	e02094-2-B_S419_L001_R2_001.fastq.gz	25147	25147	24749	24749	24556	24556	22261	21851	21846
e02094-2-C	e02094-2-C	2	e02094-2-C_S502_L001_R1_001.fastq.gz	e02094-2-C_S502_L001_R2_001.fastq.gz	30303	30303	29798	29798	29283	29283	25750	25527	25525
e02095-1-A	e02095-1-A	2	e02095-1-A_S297_L001_R1_001.fastq.gz	e02095-1-A_S297_L001_R2_001.fastq.gz	13399	13399	13245	13245	12872	12872	11969	11822	11822
e02095-1-B	e02095-1-B	2	e02095-1-B_S380_L001_R1_001.fastq.gz	e02095-1-B_S380_L001_R2_001.fastq.gz	22167	22167	21922	21922	21480	21480	19678	19456	19439
e02095-1-C	e02095-1-C	2	e02095-1-C_S463_L001_R1_001.fastq.gz	e02095-1-C_S463_L001_R2_001.fastq.gz	27187	27187	26854	26854	26632	26632	24636	24387	24387
e02095-2-A	e02095-2-A	2	e02095-2-A_S337_L001_R1_001.fastq.gz	e02095-2-A_S337_L001_R2_001.fastq.gz	20447	20447	20192	20192	19980	19980	17527	17227	17227
e02095-2-B	e02095-2-B	2	e02095-2-B_S420_L001_R1_001.fastq.gz	e02095-2-B_S420_L001_R2_001.fastq.gz	18329	18329	18104	18104	17970	17970	16423	16232	16232
e02095-2-C	e02095-2-C	2	e02095-2-C_S503_L001_R1_001.fastq.gz	e02095-2-C_S503_L001_R2_001.fastq.gz	33064	33064	32645	32645	31675	31675	28063	27515	27306
e02096-1-A	e02096-1-A	2	e02096-1-A_S298_L001_R1_001.fastq.gz	e02096-1-A_S298_L001_R2_001.fastq.gz	22069	22069	21784	21784	21708	21708	20046	19704	19704
e02096-1-B	e02096-1-B	2	e02096-1-B_S381_L001_R1_001.fastq.gz	e02096-1-B_S381_L001_R2_001.fastq.gz	25592	25592	25285	25285	25105	25105	22531	22257	22219
e02096-1-C	e02096-1-C	2	e02096-1-C_S464_L001_R1_001.fastq.gz	e02096-1-C_S464_L001_R2_001.fastq.gz	34411	34411	34014	34014	33753	33753	29981	29619	29619
e02096-2-A	e02096-2-A	2	e02096-2-A_S338_L001_R1_001.fastq.gz	e02096-2-A_S338_L001_R2_001.fastq.gz	20093	20093	19871	19871	19791	19791	17749	17602	17597
e02096-2-B	e02096-2-B	2	e02096-2-B_S421_L001_R1_001.fastq.gz	e02096-2-B_S421_L001_R2_001.fastq.gz	19108	19108	18886	18886	18736	18736	17012	16646	16606
e02096-2-C	e02096-2-C	2	e02096-2-C_S504_L001_R1_001.fastq.gz	e02096-2-C_S504_L001_R2_001.fastq.gz	40846	40846	40310	40310	40066	40066	35955	35259	35258
e02097-1-A	e02097-1-A	2	e02097-1-A_S299_L001_R1_001.fastq.gz	e02097-1-A_S299_L001_R2_001.fastq.gz	18652	18652	18447	18447	18219	18219	16602	16386	16386
e02097-1-B	e02097-1-B	2	e02097-1-B_S382_L001_R1_001.fastq.gz	e02097-1-B_S382_L001_R2_001.fastq.gz	29230	29230	28840	28840	28664	28664	26442	26136	26136
e02097-1-C	e02097-1-C	2	e02097-1-C_S465_L001_R1_001.fastq.gz	e02097-1-C_S465_L001_R2_001.fastq.gz	23708	23708	23376	23376	22751	22751	20215	20106	20106
e02097-2-A	e02097-2-A	2	e02097-2-A_S339_L001_R1_001.fastq.gz	e02097-2-A_S339_L001_R2_001.fastq.gz	18665	18665	18411	18411	18343	18343	16970	16711	16711
e02097-2-B	e02097-2-B	2	e02097-2-B_S422_L001_R1_001.fastq.gz	e02097-2-B_S422_L001_R2_001.fastq.gz	22082	22082	21807	21807	21677	21677	20345	20096	20096
e02097-2-C	e02097-2-C	2	e02097-2-C_S505_L001_R1_001.fastq.gz	e02097-2-C_S505_L001_R2_001.fastq.gz	54122	54122	53458	53458	53135	53135	48548	47619	47619
e02098-1-A	e02098-1-A	2	e02098-1-A_S300_L001_R1_001.fastq.gz	e02098-1-A_S300_L001_R2_001.fastq.gz	18925	18925	18712	18712	18622	18622	16162	15970	15970
e02098-1-B	e02098-1-B	2	e02098-1-B_S383_L001_R1_001.fastq.gz	e02098-1-B_S383_L001_R2_001.fastq.gz	18329	18329	18145	18145	18035	18035	16369	16139	16139
e02098-1-C	e02098-1-C	2	e02098-1-C_S466_L001_R1_001.fastq.gz	e02098-1-C_S466_L001_R2_001.fastq.gz	30195	30195	29846	29846	29261	29261	26475	26107	26107
e02098-2-A	e02098-2-A	2	e02098-2-A_S340_L001_R1_001.fastq.gz	e02098-2-A_S340_L001_R2_001.fastq.gz	17985	17985	17764	17764	17685	17685	16047	15873	15873
e02098-2-B	e02098-2-B	2	e02098-2-B_S423_L001_R1_001.fastq.gz	e02098-2-B_S423_L001_R2_001.fastq.gz	17991	17991	17781	17781	17684	17684	16084	15749	15749
e02098-2-C	e02098-2-C	2	e02098-2-C_S506_L001_R1_001.fastq.gz	e02098-2-C_S506_L001_R2_001.fastq.gz	39717	39717	39257	39257	38970	38970	35461	34778	34778
e02099-1-A	e02099-1-A	2	e02099-1-A_S301_L001_R1_001.fastq.gz	e02099-1-A_S301_L001_R2_001.fastq.gz	16093	16093	15894	15894	15816	15816	14708	14602	14602
e02099-1-B	e02099-1-B	2	e02099-1-B_S384_L001_R1_001.fastq.gz	e02099-1-B_S384_L001_R2_001.fastq.gz	20541	20541	20279	20279	20131	20131	18196	18074	18074
e02099-1-C	e02099-1-C	2	e02099-1-C_S467_L001_R1_001.fastq.gz	e02099-1-C_S467_L001_R2_001.fastq.gz	32486	32486	32096	32096	30637	30637	28341	27613	27613
e02099-2-A	e02099-2-A	2	e02099-2-A_S341_L001_R1_001.fastq.gz	e02099-2-A_S341_L001_R2_001.fastq.gz	21261	21261	21006	21006	20900	20900	18625	18385	18385
e02099-2-B	e02099-2-B	2	e02099-2-B_S424_L001_R1_001.fastq.gz	e02099-2-B_S424_L001_R2_001.fastq.gz	19788	19788	19580	19580	19448	19448	17708	17405	17405
e02099-2-C	e02099-2-C	2	e02099-2-C_S507_L001_R1_001.fastq.gz	e02099-2-C_S507_L001_R2_001.fastq.gz	36496	36496	36058	36058	35807	35807	32243	31742	31742
e02100-1-A	e02100-1-A	2	e02100-1-A_S302_L001_R1_001.fastq.gz	e02100-1-A_S302_L001_R2_001.fastq.gz	19731	19731	19479	19479	19374	19374	17767	17682	17682
e02100-1-B	e02100-1-B	2	e02100-1-B_S385_L001_R1_001.fastq.gz	e02100-1-B_S385_L001_R2_001.fastq.gz	18436	18436	18209	18209	18040	18040	16636	16496	16496
e02100-1-C	e02100-1-C	2	e02100-1-C_S468_L001_R1_001.fastq.gz	e02100-1-C_S468_L001_R2_001.fastq.gz	36777	36777	36340	36340	35963	35963	33119	32386	32386
e02100-2-A	e02100-2-A	2	e02100-2-A_S342_L001_R1_001.fastq.gz	e02100-2-A_S342_L001_R2_001.fastq.gz	33444	33444	32862	32862	32173	32173	25904	25792	25792
e02100-2-B	e02100-2-B	2	e02100-2-B_S425_L001_R1_001.fastq.gz	e02100-2-B_S425_L001_R2_001.fastq.gz	22464	22464	18194	18194	16561	16561	11061	10990	10990
e02100-2-C	e02100-2-C	2	e02100-2-C_S508_L001_R1_001.fastq.gz	e02100-2-C_S508_L001_R2_001.fastq.gz	32998	32998	32295	32295	31315	31315	24404	24272	24272
e02101-1-A	e02101-1-A	2	e02101-1-A_S303_L001_R1_001.fastq.gz	e02101-1-A_S303_L001_R2_001.fastq.gz	13306	13306	13122	13122	12974	12974	11536	11436	11436
e02101-1-B	e02101-1-B	2	e02101-1-B_S386_L001_R1_001.fastq.gz	e02101-1-B_S386_L001_R2_001.fastq.gz	18203	18203	17969	17969	17773	17773	15787	15721	15721
e02101-1-C	e02101-1-C	2	e02101-1-C_S469_L001_R1_001.fastq.gz	e02101-1-C_S469_L001_R2_001.fastq.gz	19616	19616	19388	19388	16143	16143	14655	14539	14539
e02101-2-A	e02101-2-A	2	e02101-2-A_S343_L001_R1_001.fastq.gz	e02101-2-A_S343_L001_R2_001.fastq.gz	19294	19294	19071	19071	18871	18871	15968	15688	15688
e02101-2-B	e02101-2-B	2	e02101-2-B_S426_L001_R1_001.fastq.gz	e02101-2-B_S426_L001_R2_001.fastq.gz	15272	15272	15078	15078	13829	13829	11299	11299	11299
e02101-2-C	e02101-2-C	2	e02101-2-C_S509_L001_R1_001.fastq.gz	e02101-2-C_S509_L001_R2_001.fastq.gz	33332	33332	32925	32925	32629	32629	29681	29437	29437
e02102-1-A	e02102-1-A	2	e02102-1-A_S304_L001_R1_001.fastq.gz	e02102-1-A_S304_L001_R2_001.fastq.gz	19755	19755	19538	19538	19377	19377	17550	17429	17429
e02102-1-B	e02102-1-B	2	e02102-1-B_S387_L001_R1_001.fastq.gz	e02102-1-B_S387_L001_R2_001.fastq.gz	35462	35462	35022	35022	34750	34750	31814	31325	31325
e02102-1-C	e02102-1-C	2	e02102-1-C_S470_L001_R1_001.fastq.gz	e02102-1-C_S470_L001_R2_001.fastq.gz	29178	29178	28825	28825	26886	26886	24514	23711	23711
e02102-2-A	e02102-2-A	2	e02102-2-A_S344_L001_R1_001.fastq.gz	e02102-2-A_S344_L001_R2_001.fastq.gz	26330	26330	25986	25986	25868	25868	24014	23817	23817
e02102-2-B	e02102-2-B	2	e02102-2-B_S427_L001_R1_001.fastq.gz	e02102-2-B_S427_L001_R2_001.fastq.gz	26913	26913	26607	26607	26450	26450	24182	24025	24025
e02102-2-C	e02102-2-C	2	e02102-2-C_S510_L001_R1_001.fastq.gz	e02102-2-C_S510_L001_R2_001.fastq.gz	62398	62398	61649	61649	60378	60378	55361	54155	54155
e02103-1-A	e02103-1-A	2	e02103-1-A_S305_L001_R1_001.fastq.gz	e02103-1-A_S305_L001_R2_001.fastq.gz	1196	1196	1175	1175	602	602	313	312	312
e02103-1-B	e02103-1-B	2	e02103-1-B_S388_L001_R1_001.fastq.gz	e02103-1-B_S388_L001_R2_001.fastq.gz	15590	15590	15403	15403	15308	15308	14835	14821	14821
e02103-1-C	e02103-1-C	2	e02103-1-C_S471_L001_R1_001.fastq.gz	e02103-1-C_S471_L001_R2_001.fastq.gz	10581	10581	10448	10448	7964	7964	7413	7413	7413
e02103-2-A	e02103-2-A	2	e02103-2-A_S345_L001_R1_001.fastq.gz	e02103-2-A_S345_L001_R2_001.fastq.gz	478	478	472	472	459	459	187	187	187
e02103-2-B	e02103-2-B	2	e02103-2-B_S428_L001_R1_001.fastq.gz	e02103-2-B_S428_L001_R2_001.fastq.gz	456	456	440	440	425	425	202	202	202
e02103-2-C	e02103-2-C	2	e02103-2-C_S511_L001_R1_001.fastq.gz	e02103-2-C_S511_L001_R2_001.fastq.gz	665	665	650	650	590	590	198	198	198
e02104-1-A	e02104-1-A	2	e02104-1-A_S306_L001_R1_001.fastq.gz	e02104-1-A_S306_L001_R2_001.fastq.gz	408	408	403	403	389	389	206	200	200
e02104-1-B	e02104-1-B	2	e02104-1-B_S389_L001_R1_001.fastq.gz	e02104-1-B_S389_L001_R2_001.fastq.gz	16534	16534	16338	16338	16249	16249	15979	15979	15979
e02104-1-C	e02104-1-C	2	e02104-1-C_S472_L001_R1_001.fastq.gz	e02104-1-C_S472_L001_R2_001.fastq.gz	2264	2264	2241	2241	549	549	289	289	289
e02104-2-A	e02104-2-A	2	e02104-2-A_S346_L001_R1_001.fastq.gz	e02104-2-A_S346_L001_R2_001.fastq.gz	17402	17402	17211	17211	17158	17158	16353	16301	16301
e02104-2-B	e02104-2-B	2	e02104-2-B_S429_L001_R1_001.fastq.gz	e02104-2-B_S429_L001_R2_001.fastq.gz	1523	1523	1497	1497	719	719	332	332	332
e02104-2-C	e02104-2-C	2	e02104-2-C_S512_L001_R1_001.fastq.gz	e02104-2-C_S512_L001_R2_001.fastq.gz	14640	14640	14430	14430	14311	14311	13668	13668	13668
e02105-1-A	e02105-1-A	2	e02105-1-A_S307_L001_R1_001.fastq.gz	e02105-1-A_S307_L001_R2_001.fastq.gz	3758	3758	3706	3706	3642	3642	3230	3230	3230
e02105-1-B	e02105-1-B	2	e02105-1-B_S390_L001_R1_001.fastq.gz	e02105-1-B_S390_L001_R2_001.fastq.gz	363	363	359	359	346	346	230	230	230
e02105-1-C	e02105-1-C	2	e02105-1-C_S473_L001_R1_001.fastq.gz	e02105-1-C_S473_L001_R2_001.fastq.gz	2585	2585	2546	2546	525	525	281	281	281
e02105-2-A	e02105-2-A	2	e02105-2-A_S347_L001_R1_001.fastq.gz	e02105-2-A_S347_L001_R2_001.fastq.gz	12457	12457	12295	12295	12024	12024	11493	11479	11479
e02105-2-B	e02105-2-B	2	e02105-2-B_S430_L001_R1_001.fastq.gz	e02105-2-B_S430_L001_R2_001.fastq.gz	512	512	504	504	473	473	205	205	205
e02105-2-C	e02105-2-C	2	e02105-2-C_S513_L001_R1_001.fastq.gz	e02105-2-C_S513_L001_R2_001.fastq.gz	744	744	729	729	680	680	311	311	311
e02106-1-A	e02106-1-A	2	e02106-1-A_S308_L001_R1_001.fastq.gz	e02106-1-A_S308_L001_R2_001.fastq.gz	10222	10222	10096	10096	10032	10032	9198	9109	9109
e02106-1-B	e02106-1-B	2	e02106-1-B_S391_L001_R1_001.fastq.gz	e02106-1-B_S391_L001_R2_001.fastq.gz	25559	25559	25312	25312	25141	25141	23736	23299	23299
e02106-1-C	e02106-1-C	2	e02106-1-C_S474_L001_R1_001.fastq.gz	e02106-1-C_S474_L001_R2_001.fastq.gz	26376	26376	26107	26107	25534	25534	23228	22976	22976
e02106-2-A	e02106-2-A	2	e02106-2-A_S348_L001_R1_001.fastq.gz	e02106-2-A_S348_L001_R2_001.fastq.gz	14103	14103	13938	13938	13363	13363	12300	12201	12201
e02106-2-B	e02106-2-B	2	e02106-2-B_S431_L001_R1_001.fastq.gz	e02106-2-B_S431_L001_R2_001.fastq.gz	25359	25359	25062	25062	24867	24867	23046	22769	22769
e02106-2-C	e02106-2-C	2	e02106-2-C_S514_L001_R1_001.fastq.gz	e02106-2-C_S514_L001_R2_001.fastq.gz	24030	24030	23748	23748	23577	23577	21555	21270	21270
e02107-1-A	e02107-1-A	2	e02107-1-A_S309_L001_R1_001.fastq.gz	e02107-1-A_S309_L001_R2_001.fastq.gz	8944	8944	8834	8834	8796	8796	8115	8061	8061
e02107-1-B	e02107-1-B	2	e02107-1-B_S392_L001_R1_001.fastq.gz	e02107-1-B_S392_L001_R2_001.fastq.gz	16179	16179	15990	15990	15430	15430	14389	14276	14276
e02107-1-C	e02107-1-C	2	e02107-1-C_S475_L001_R1_001.fastq.gz	e02107-1-C_S475_L001_R2_001.fastq.gz	18473	18473	18257	18257	17770	17770	15801	15703	15703
e02107-2-A	e02107-2-A	2	e02107-2-A_S349_L001_R1_001.fastq.gz	e02107-2-A_S349_L001_R2_001.fastq.gz	14600	14600	14442	14442	14015	14015	13181	13080	13080
e02107-2-B	e02107-2-B	2	e02107-2-B_S432_L001_R1_001.fastq.gz	e02107-2-B_S432_L001_R2_001.fastq.gz	21292	21292	21022	21022	20899	20899	19700	19592	19592
e02107-2-C	e02107-2-C	2	e02107-2-C_S515_L001_R1_001.fastq.gz	e02107-2-C_S515_L001_R2_001.fastq.gz	31868	31868	31472	31472	31312	31312	28838	28433	28433
e02108-1-A	e02108-1-A	2	e02108-1-A_S310_L001_R1_001.fastq.gz	e02108-1-A_S310_L001_R2_001.fastq.gz	16104	16104	15900	15900	15842	15842	14891	14712	14712
e02108-1-B	e02108-1-B	2	e02108-1-B_S393_L001_R1_001.fastq.gz	e02108-1-B_S393_L001_R2_001.fastq.gz	19503	19503	19259	19259	17752	17752	16793	16712	16712
e02108-1-C	e02108-1-C	2	e02108-1-C_S476_L001_R1_001.fastq.gz	e02108-1-C_S476_L001_R2_001.fastq.gz	19189	19189	18959	18959	16958	16958	15745	15450	15450
e02108-2-A	e02108-2-A	2	e02108-2-A_S350_L001_R1_001.fastq.gz	e02108-2-A_S350_L001_R2_001.fastq.gz	16263	16263	16065	16065	15961	15961	14998	14896	14896
e02108-2-B	e02108-2-B	2	e02108-2-B_S433_L001_R1_001.fastq.gz	e02108-2-B_S433_L001_R2_001.fastq.gz	20576	20576	20322	20322	20169	20169	18537	18363	18363
e02108-2-C	e02108-2-C	2	e02108-2-C_S516_L001_R1_001.fastq.gz	e02108-2-C_S516_L001_R2_001.fastq.gz	29156	29156	28827	28827	28479	28479	26445	26073	26073
e02109-1-A	e02109-1-A	2	e02109-1-A_S311_L001_R1_001.fastq.gz	e02109-1-A_S311_L001_R2_001.fastq.gz	13475	13475	13325	13325	13208	13208	12680	12600	12600
e02109-1-B	e02109-1-B	2	e02109-1-B_S394_L001_R1_001.fastq.gz	e02109-1-B_S394_L001_R2_001.fastq.gz	22758	22758	22480	22480	22118	22118	20877	20624	20624
e02109-1-C	e02109-1-C	2	e02109-1-C_S477_L001_R1_001.fastq.gz	e02109-1-C_S477_L001_R2_001.fastq.gz	22613	22613	22347	22347	21657	21657	20338	20173	20173
e02109-2-A	e02109-2-A	2	e02109-2-A_S351_L001_R1_001.fastq.gz	e02109-2-A_S351_L001_R2_001.fastq.gz	23644	23644	23362	23362	23221	23221	21800	21606	21606
e02109-2-B	e02109-2-B	2	e02109-2-B_S434_L001_R1_001.fastq.gz	e02109-2-B_S434_L001_R2_001.fastq.gz	14770	14770	14593	14593	14399	14399	13458	13387	13387
e02109-2-C	e02109-2-C	2	e02109-2-C_S517_L001_R1_001.fastq.gz	e02109-2-C_S517_L001_R2_001.fastq.gz	40444	40444	39932	39932	39099	39099	37013	35357	35357
e02110-1-A	e02110-1-A	2	e02110-1-A_S312_L001_R1_001.fastq.gz	e02110-1-A_S312_L001_R2_001.fastq.gz	13504	13504	13359	13359	13005	13005	12302	12191	12191
e02110-1-B	e02110-1-B	2	e02110-1-B_S395_L001_R1_001.fastq.gz	e02110-1-B_S395_L001_R2_001.fastq.gz	21810	21810	21556	21556	21301	21301	19805	19611	19611
e02110-1-C	e02110-1-C	2	e02110-1-C_S478_L001_R1_001.fastq.gz	e02110-1-C_S478_L001_R2_001.fastq.gz	28525	28525	28170	28170	27237	27237	25803	25350	25350
e02110-2-A	e02110-2-A	2	e02110-2-A_S352_L001_R1_001.fastq.gz	e02110-2-A_S352_L001_R2_001.fastq.gz	14887	14887	14697	14697	14452	14452	13439	13372	13372
e02110-2-B	e02110-2-B	2	e02110-2-B_S435_L001_R1_001.fastq.gz	e02110-2-B_S435_L001_R2_001.fastq.gz	21567	21567	21296	21296	21009	21009	19482	19167	19167
e02110-2-C	e02110-2-C	2	e02110-2-C_S518_L001_R1_001.fastq.gz	e02110-2-C_S518_L001_R2_001.fastq.gz	30090	30090	29719	29719	29400	29400	26625	26148	26148
e02111-1-A	e02111-1-A	2	e02111-1-A_S313_L001_R1_001.fastq.gz	e02111-1-A_S313_L001_R2_001.fastq.gz	16201	16201	16014	16014	15829	15829	14953	14839	14839
e02111-1-B	e02111-1-B	2	e02111-1-B_S396_L001_R1_001.fastq.gz	e02111-1-B_S396_L001_R2_001.fastq.gz	20934	20934	20656	20656	20464	20464	19320	18570	18570
e02111-1-C	e02111-1-C	2	e02111-1-C_S479_L001_R1_001.fastq.gz	e02111-1-C_S479_L001_R2_001.fastq.gz	31077	31077	30711	30711	28863	28863	26659	26287	26287
e02111-2-A	e02111-2-A	2	e02111-2-A_S353_L001_R1_001.fastq.gz	e02111-2-A_S353_L001_R2_001.fastq.gz	18322	18322	18119	18119	17998	17998	16663	16491	16491
e02111-2-B	e02111-2-B	2	e02111-2-B_S436_L001_R1_001.fastq.gz	e02111-2-B_S436_L001_R2_001.fastq.gz	26090	26090	25803	25803	24666	24666	23061	22900	22900
e02111-2-C	e02111-2-C	2	e02111-2-C_S519_L001_R1_001.fastq.gz	e02111-2-C_S519_L001_R2_001.fastq.gz	35970	35970	35559	35559	33843	33843	30198	29870	29864
NC1-2-A	NC1-2-A	2	NC1-2-A_S89_L001_R1_001.fastq.gz	NC1-2-A_S89_L001_R2_001.fastq.gz	937	937	921	921	875	875	472	472	472
NC1-2-B	NC1-2-B	2	NC1-2-B_S92_L001_R1_001.fastq.gz	NC1-2-B_S92_L001_R2_001.fastq.gz	705	705	698	698	653	653	405	405	405
NC1-2-C	NC1-2-C	2	NC1-2-C_S183_L001_R1_001.fastq.gz	NC1-2-C_S183_L001_R2_001.fastq.gz	541	541	527	527	498	498	299	299	299
NC1-20-A	NC1-20-A	1	NC1-20-A_S48_L001_R1_001.fastq.gz	NC1-20-A_S48_L001_R2_001.fastq.gz	256	256	250	250	209	209	93	93	93
NC1-20-B	NC1-20-B	1	NC1-20-B_S144_L001_R1_001.fastq.gz	NC1-20-B_S144_L001_R2_001.fastq.gz	307	307	302	302	192	192	40	40	40
NC1-20-C	NC1-20-C	1	NC1-20-C_S240_L001_R1_001.fastq.gz	NC1-20-C_S240_L001_R2_001.fastq.gz	2050	2050	2016	2016	205	205	82	82	82
